id	image	3D viewer	name	category	super-category	wnsynsetkey	foundIn	hasMultipleObjects	support
38cd201fd2cfca2f6dd0ee3a83cbae7985f3960c		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.38cd201fd2cfca2f6dd0ee3a83cbae7985f3960c	Celeste Carved Accent Chest	chest_of_drawers	storage_funiture	chest_of_drawers.n.01	bedroom,living room	FALSE	
38db14ce69caee544ea2c7177f1440a98bd861b0		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.38db14ce69caee544ea2c7177f1440a98bd861b0	SÖDERHAMN Footstool	stool	seating_furniture	footstool.n.01	bedroom,living room	FALSE	
38e2710242ddf070f187b34ab6b0a955e2e00079		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.38e2710242ddf070f187b34ab6b0a955e2e00079	Flight Recliner, Lama Tweed - Heather, Walnut	chair	seating_furniture	armchair.n.01	living room	FALSE	
38ecd839c178436a0e35d035cd07690c175be8d5		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.38ecd839c178436a0e35d035cd07690c175be8d5	14.2	ceiling_lamp	lighting	pendant_lamp.n.01		FALSE	top
38edde1e4c201b931926f3827d40ebe3298b9c5d		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.38edde1e4c201b931926f3827d40ebe3298b9c5d	Table Lamp	table_lamp	lighting	table_lamp.n.01		FALSE	
38f27fecd94207fb550a962dfc480a05605db4f4		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.38f27fecd94207fb550a962dfc480a05605db4f4	Bramley Bunting					FALSE	
38fb200d9daee21d196fcfb259e1d5ab151e818b		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.38fb200d9daee21d196fcfb259e1d5ab151e818b	Minimalista Console Table	table	support_furniture	console_table.n.01	living room	FALSE	
38fd5de657fcd3da13185163b8c66fe4bb260070		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.38fd5de657fcd3da13185163b8c66fe4bb260070	French Sewing Box					FALSE	
38fd9c8d98e78092b637b7fe71037fad4aa135ac		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.38fd9c8d98e78092b637b7fe71037fad4aa135ac	Outdoor Patio Athena Tete de Tete Table and 2 Chairs Set					FALSE	
38fde33a2420800f8b556cd32d1b7db033b3a127		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.38fde33a2420800f8b556cd32d1b7db033b3a127	Climbing Hybrid Tea Rose			plant.n.02		FALSE	
38fde35300b052c9b75eba8c02cd97d3f3187f6b		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.38fde35300b052c9b75eba8c02cd97d3f3187f6b	Blomus - XL Large Planter			planter.n.03		FALSE	
390b09e0e9a7b3d5908896a6971ad61ee0cb5d8e		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.390b09e0e9a7b3d5908896a6971ad61ee0cb5d8e	Power Socket			socket.n.03		FALSE	
391304b5d50000fe107df7a18bd3a3ce0dca9d3a		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.391304b5d50000fe107df7a18bd3a3ce0dca9d3a		carpet	floor_covering	rug.n.01		FALSE	
391972f73810b6eab26e322652d88a61aea7a739		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.391972f73810b6eab26e322652d88a61aea7a739		vase	decor	vase.n.01	living room	FALSE	
391b444d2b728bc6276a8452a34b0ac3fcf97f81		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.391b444d2b728bc6276a8452a34b0ac3fcf97f81	Bogenleuchte, Trio, brown	floor_lamp	lighting	floor_lamp.n.01		FALSE	
391b8235ecdb4220e93279c89d7b3c9f4daf2c7b		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.391b8235ecdb4220e93279c89d7b3c9f4daf2c7b	ONDA swivel bar stool - 65	chair	seating_furniture	chair.n.01		FALSE	
3925f8b8166a101d2d81a7947f0884aaef13e772		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3925f8b8166a101d2d81a7947f0884aaef13e772	Sala Cushion, Duck Egg	cushion	decor	throw_pillow.n.01	bedroom,living room	FALSE	
39278799a44a9d861c4389accf54bbd4c7a5e50b		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39278799a44a9d861c4389accf54bbd4c7a5e50b		table_lamp	lighting	table_lamp.n.01		FALSE	
3931567931c06bbe4fd46a42c284cbc57ca08be0		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3931567931c06bbe4fd46a42c284cbc57ca08be0	Palermo Ali Baba Laundry Basket With Handle			hamper.n.02	bathroom	FALSE	
39351e099ca7bee4667d2ff833ca1e164082ec5b		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39351e099ca7bee4667d2ff833ca1e164082ec5b	32" LCD TV	tv	display	television_receiver.n.01		FALSE	
393990db126e6f98d158d72dce526ef6906f4170		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.393990db126e6f98d158d72dce526ef6906f4170	Bowl				kitchen,dining room	FALSE	
39404b2e277c41cac40093adc87ed510da39aca4		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39404b2e277c41cac40093adc87ed510da39aca4	Fells Cushion, Buff	cushion	decor	throw_pillow.n.01	bedroom,living room	FALSE	
3940da56d443b5be11a6f117c5b62a4c6b1ff62f		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3940da56d443b5be11a6f117c5b62a4c6b1ff62f	Elba Cocktail Table	table	support_furniture	coffee_table.n.01	living room	FALSE	
39424b998ad5940c634393a27b01a8816b47410f		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39424b998ad5940c634393a27b01a8816b47410f	Julie	person	animate_object	person.n.01		FALSE	
3942f67b215a72823436103afd81399387a20f8c		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3942f67b215a72823436103afd81399387a20f8c	Blomus - Large Large Planter			planter.n.03		FALSE	
39443cc1873a0b4954ce7a2c357f296e98bf86a7		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39443cc1873a0b4954ce7a2c357f296e98bf86a7	Island, Classic			kitchen_island.n.01	kitchen	FALSE	
394467b057310b24ee40affe51c79784d5d5ad76		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.394467b057310b24ee40affe51c79784d5d5ad76	Shoes - All Stars	shoes	apparel	shoe.n.01		FALSE	
3949c74aa46c2bcd457328a216b97d6e5ab08e80		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3949c74aa46c2bcd457328a216b97d6e5ab08e80	Jellycat Merrydays Leopard Plush Toy	plush_toy	toy	plush_toy.n.01		FALSE	
39563d4dd2046d537e2c81e384749208faa9490c		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39563d4dd2046d537e2c81e384749208faa9490c	Malteser Solitaire Dish					FALSE	
396629e54e49b23a0165b84f9ffe35900aeb5696		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.396629e54e49b23a0165b84f9ffe35900aeb5696	Granley White Pan Full BTW	toilet	bathroom_fixtures	toilet.n.02	bathroom	FALSE	
3967ce18933db30f94e3ca14b6e4ac8bc3247dcd		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3967ce18933db30f94e3ca14b6e4ac8bc3247dcd	Echo glass coffee table	table	support_furniture	coffee_table.n.01	living room	FALSE	
396cb5be76282bba5590f45f0bacdd9d79475a93		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.396cb5be76282bba5590f45f0bacdd9d79475a93	Sidney Bench	bench	seating_furniture	bench.n.01	living room,dining room	FALSE	
3974ae4d9e83645cfecb1004d0dbe6ee4b4fc8ec		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3974ae4d9e83645cfecb1004d0dbe6ee4b4fc8ec	IVAR box					FALSE	
397597cec45fad93300498e52c2f454e966b2491		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.397597cec45fad93300498e52c2f454e966b2491	EVEREST DRESSER	chest_of_drawers	storage_funiture	chest_of_drawers.n.01	bedroom,living room	FALSE	
397c30169e061925b4157b1b2cee783bd25dc56b		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.397c30169e061925b4157b1b2cee783bd25dc56b	New Folk Range! Gretel vintage fabric cushion	cushion	decor	throw_pillow.n.01	bedroom,living room	FALSE	
3987da25ec1782475fa9fc66d70f362c101ccf3e		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3987da25ec1782475fa9fc66d70f362c101ccf3e	Rectangular Candle - Cannella			candle.n.01,candlestick.n.01		FALSE	
398ff787d0f3c23203245493ec2515328b5e25b5		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.398ff787d0f3c23203245493ec2515328b5e25b5	Anemone Bath Mat - 60x90 cms	carpet	floor_covering	bath_mat.n.01	bathroom	FALSE	
3991fc8cf0d437edb68b823550fb62a7ebbf7c63		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3991fc8cf0d437edb68b823550fb62a7ebbf7c63	Magis Bombo Bar Stool	stool	seating_furniture	bar_stool.n.01	dining room	FALSE	
399f5a996fd970cb288384ac89b7d7cd73052ff8		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.399f5a996fd970cb288384ac89b7d7cd73052ff8	Gisela Graham Sheer Fairy Christmas Decoration					FALSE	
39a52ed5a9fa90d42d4da320f129d550ec93fb69		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39a52ed5a9fa90d42d4da320f129d550ec93fb69	Pierce Bachelors Chest, Natural	chest_of_drawers	storage_funiture	chest_of_drawers.n.01	bedroom,living room	FALSE	
39aca55b436c65bf37b1c41424e796fca2c35bdc		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39aca55b436c65bf37b1c41424e796fca2c35bdc	Odeta Onyx Bowl	bowl	dining_ware	bowl.n.01		FALSE	
39b82dceee8297454066eca0a8b4f3b032e57743		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39b82dceee8297454066eca0a8b4f3b032e57743	Home Made by - COSY BARN 2,5-zits	couch	seating_furniture	sofa.n.01	living room	FALSE	
39c8e22c23b0b99c0c68c4a7ffc3c6697954aac7		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39c8e22c23b0b99c0c68c4a7ffc3c6697954aac7	P12 Red Bullet Tip W/board Markers				office	FALSE	
39cfcbc22cab33caa2011344ff8acceee8ecb946		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39cfcbc22cab33caa2011344ff8acceee8ecb946	Vague STelle chandelier	ceiling_lamp	lighting	chandelier.n.01		FALSE	top
39e5250ed285155129082befee689836c0df761e		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39e5250ed285155129082befee689836c0df761e	Thai Green Monza Table Lamp	table_lamp	lighting	table_lamp.n.01		FALSE	
39ed21c87f36954eab1d5487000631bc7ef18a06		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39ed21c87f36954eab1d5487000631bc7ef18a06	Spun stool	stool	seating_furniture	stool.n.01		FALSE	
39f24d83b5ab476d0880cb19fb218f7029f11840		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39f24d83b5ab476d0880cb19fb218f7029f11840	White Tulip Water Garden	potted_plant	plant	pot_plant.n.01	living room	FALSE	
39f5d89c2a34772a320adac799d9e9fd54adb09f		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39f5d89c2a34772a320adac799d9e9fd54adb09f	15-in-1 multi games table-US364	table	support_furniture	foosball_table.n.01		FALSE	
39f68ce34f94971b0d2afe9324de50f4a1ad697c		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39f68ce34f94971b0d2afe9324de50f4a1ad697c	Vache Stelle	ceiling_lamp	lighting	chandelier.n.01		FALSE	top
39f750b66fd9941a1624ad0cf1e976296510b22f		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39f750b66fd9941a1624ad0cf1e976296510b22f	Olive Wood Pestle and Mortar				kitchen	FALSE	
39fff9fecd6ca1a2a5fb4a75b4ad8bd60a557fd1		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.39fff9fecd6ca1a2a5fb4a75b4ad8bd60a557fd1	Shoes - Stiletto	shoes	apparel	shoe.n.01		FALSE	
3a06915c35cc093f9c646d971fbdbbbcc935c91c		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a06915c35cc093f9c646d971fbdbbbcc935c91c	Maryland 4 Ounce Popcorn Popper with Cart					FALSE	
3a0761b158e31bf3ecb0da4087dcf46be2e5176f		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a0761b158e31bf3ecb0da4087dcf46be2e5176f	47X67 Rug, Odette Blush	carpet	floor_covering	rug.n.01		FALSE	
3a12fb2ab85d734b4b11bc6f541be9961e7ecd23		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a12fb2ab85d734b4b11bc6f541be9961e7ecd23	Brunel Desk	table	support_furniture	desk.n.01	office	FALSE	
3a1c604565d5fa1f411f3fb437a816094ae69122		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a1c604565d5fa1f411f3fb437a816094ae69122	kitchen	cabinet	storage_furniture	kitchen_cabinet.n.02	kitchen	FALSE	
3a1effbb6d9efa075f88fa0fd26f19f0e8683c89		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a1effbb6d9efa075f88fa0fd26f19f0e8683c89	Curtains, short			window_curtain.n.01		FALSE	
3a224ace6e35016e51d87d469796ada73c63668b		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a224ace6e35016e51d87d469796ada73c63668b	Vedanta 3 drawer kitchen cabinet Vedanta 3 drawer kitchen cabinet - G02820NL	cabinet	storage_furniture	kitchen_cabinet.n.02	kitchen	FALSE	
3a280d10e0498401837516b8d12b3c78b82fe307		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a280d10e0498401837516b8d12b3c78b82fe307	Large Geo Temple Jar, Coral			jar.n.01		FALSE	
3a2b163d4d7b6428c361f9d1d14ee3c07dbd6e7e		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a2b163d4d7b6428c361f9d1d14ee3c07dbd6e7e	Nigella Lawson Storage Jar 3.0L - Cream - Ceramic			jar.n.01	kitchen	FALSE	
3a2d247b2af45cc0b55deda01ea7c103e6d75936		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a2d247b2af45cc0b55deda01ea7c103e6d75936	Chair	chair	seating_furniture	armchair.n.01		FALSE	
3a2ee88f074d551a16be96e20f1c867520bb0dc5		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a2ee88f074d551a16be96e20f1c867520bb0dc5	Atka Waste Bin	trashcan	trashcan	ashcan.n.01	bathroom	FALSE	
3a2f0856e56373e215107682721c8c03e90a095f		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a2f0856e56373e215107682721c8c03e90a095f	New Order Bookshelf Low Single, Charcoal	shelves	storage_funiture	bookcase.n.01	living room	FALSE	
3a30a28972253be16cf15f50c3e59440a2aba520		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a30a28972253be16cf15f50c3e59440a2aba520	Spring flower centrepiece	potted_plant	plant	pot_plant.n.01	living room	FALSE	
3a34fe0e9a1abe42d2912e594086d555f20d38d4		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a34fe0e9a1abe42d2912e594086d555f20d38d4	Beoplay A9 Sound System, white.teak			loudspeaker.n.01		FALSE	
3a445fa0c2a756d8c926fd10ab6620ccf695121d		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a445fa0c2a756d8c926fd10ab6620ccf695121d	Cascade Flushmount, Blue	ceiling_lamp	lighting	ceiling_lamp.n.01		FALSE	top
3a48ae6d5886879be81acaec677cbd8cdbd3f2db		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a48ae6d5886879be81acaec677cbd8cdbd3f2db	Ariston Wardrobe	wardrobe	storage_funiture	armoire.n.01		FALSE	
3a4c77cbc442936a4963c5353064a2627c5e9712		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a4c77cbc442936a4963c5353064a2627c5e9712	Fireplace_3987	fireplace	heating_cooling	fireplace.n.01		FALSE	
3a4de797eaf7e86ae473c53104760c4457a3ee15		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a4de797eaf7e86ae473c53104760c4457a3ee15	Velvet Oushak Diamond Pillow, Fog/Dark Noctume	cushion	decor	throw_pillow.n.01	bedroom,living room	FALSE	
3a4f40e2d346ca8cebe6edf88cec493bb89737b7		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a4f40e2d346ca8cebe6edf88cec493bb89737b7	Fridge Carafe with Turquoise Cover	bottle	liquid_container	carafe.n.01	kitchen,dining room	FALSE	
3a5533cbbedcd5e7062473900cb6cfa58e9a5da5		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a5533cbbedcd5e7062473900cb6cfa58e9a5da5	Goletta Water Fountain					FALSE	
3a5612aee60217931565e5003121a9c98fdbc515		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a5612aee60217931565e5003121a9c98fdbc515	Bedside Table	table	support_furniture	nightstand.n.01	bedroom	FALSE	
3a57d9ea54dce8b44033d3c6a4ae026e330e46ec		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a57d9ea54dce8b44033d3c6a4ae026e330e46ec	Nautical Stripy Yacht Turquoise				bathroom	FALSE	
3a6b88510159019ae1f7326acb83ce317fa44caa		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a6b88510159019ae1f7326acb83ce317fa44caa	Connection Zone Single-sided adder configured frame and top, powered with modesty panel 24''deep	table	support_furniture	desk.n.01	office	FALSE	
3a6bc80da4ddec21fe1fd9bd76999fd5049b26cc		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a6bc80da4ddec21fe1fd9bd76999fd5049b26cc	Whitmor Laundry Center With Mesh Laundry Bag					FALSE	
3a7181650984ef3c582950881cb6dfefb9ece830		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a7181650984ef3c582950881cb6dfefb9ece830	Jack Leather Rocker, Emerald	chair	seating_furniture	rocking_chair.n.01	bedroom,living room	FALSE	
3a7374274d06247b399d14b361a9ef364f9006a7		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a7374274d06247b399d14b361a9ef364f9006a7	plant	potted_plant	plant	pot_plant.n.01		FALSE	
3a756e187a839c9346be2b1b267a036a0857044e		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a756e187a839c9346be2b1b267a036a0857044e	Giga Lite Floor	floor_lamp	lighting	floor_lamp.n.01		FALSE	
3a80d608e8af86e86f62cabe698e39e2a5d074e7		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a80d608e8af86e86f62cabe698e39e2a5d074e7	Heirloom Silver-Chest 6-Drawer Dresser, Antiqued Grey Oak	chest_of_drawers	storage_funiture	chest_of_drawers.n.01	bedroom,living room	FALSE	
3a83fa46e9871c7a5b02702c875319b374b7c86e		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a83fa46e9871c7a5b02702c875319b374b7c86e	Ovalumina Pendant Lamp	ceiling_lamp	lighting	pendant_lamp.n.01		FALSE	top
3a89b3e18c2729e5ffa721804d41a0727085c833		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a89b3e18c2729e5ffa721804d41a0727085c833	Sheer Curtain			window_curtain.n.01		FALSE	
3a8febba169aaae3bab7f3c24ea0a154aab91962		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a8febba169aaae3bab7f3c24ea0a154aab91962	Shoes - All Stars	shoes	apparel	shoe.n.01		FALSE	
3a9208ba4d72379b3becc42bf6ab69539bdca2b1		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a9208ba4d72379b3becc42bf6ab69539bdca2b1	Delicata freestanding bath	bathtub	bathroom_fixtures	bathtub.n.01	bathroom	FALSE	
3a954f0464f1407ed92a18dfcb37ba1b9da8e958		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a954f0464f1407ed92a18dfcb37ba1b9da8e958	53LB Rogue Kettlebell _ IP0007			weight.n.02		FALSE	
3a9c2d2f765a2399442f845b7da0ddaa61e82071		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a9c2d2f765a2399442f845b7da0ddaa61e82071	Vipp Trash Bin, Large	trashcan	trashcan	ashcan.n.01		FALSE	
3a9f78af8ca7d45294c89244ce9fb37a386b6468		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3a9f78af8ca7d45294c89244ce9fb37a386b6468	AEG A75278GA8 Tall Freezer, Stainless Steel	fridge	large_kitchen_appliance	refrigerator.n.01	kitchen	FALSE	
3aa13ac2c9a7eb8a0e1f40bda3f614cf7746446c		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3aa13ac2c9a7eb8a0e1f40bda3f614cf7746446c	Bari Bar Table	table	support_furniture	table.n.02	living room	FALSE	
3aaccfa2eb2d93162748ffc157aa69bae0d4199c		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3aaccfa2eb2d93162748ffc157aa69bae0d4199c		chair	seating_furniture	armchair.n.01	living room	FALSE	
3ab03fd39fa7fe7dd90d0fba725e6e312d9579d9		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3ab03fd39fa7fe7dd90d0fba725e6e312d9579d9	Fenix 4 Spotlight Ceiling Bar	ceiling_lamp	lighting	track_lighting.n.01		FALSE	top
3ab1114ef6786a97e7ad6a0cff617d4f576b33e2		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3ab1114ef6786a97e7ad6a0cff617d4f576b33e2	christmas box present white-gold 1			gift_box.n.01		FALSE	
3ab3c52f671a0d7079eb20c05538265054549064		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3ab3c52f671a0d7079eb20c05538265054549064	Fresso 700 Washstand, Dark Zebrano	cabinet	storage_furniture	sink_cabinet.n.01	bathroom	FALSE	
3ab659779c5c3728855e2c421715fbd4795263f5		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3ab659779c5c3728855e2c421715fbd4795263f5	Toy Soldiers Mat	carpet	floor_covering	mat.n.01		FALSE	
3abe7e84ea7afd3cacaba857d05dd5a76146f0bd		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3abe7e84ea7afd3cacaba857d05dd5a76146f0bd	Silla con Brazo Austral Basement Home	chair	seating_furniture	armchair.n.01	living room	FALSE	
3ac30accc632dd274096df6e0fa4e504ca3a1846		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3ac30accc632dd274096df6e0fa4e504ca3a1846	Rug.	carpet	floor_covering	rug.n.01		FALSE	
3ac675209efcc9de8a399f139bab28f84c30a5d5		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3ac675209efcc9de8a399f139bab28f84c30a5d5	Astrid Photo Frame - 4x6 inches	picture_frame	decor	picture_frame.n.01		FALSE	
3acce18e8f27fd9f67c0f3579f821caf5e719d88		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3acce18e8f27fd9f67c0f3579f821caf5e719d88	Paper Cabinet	cabinet	storage_furniture	china_cabinet.n.01	dining room	FALSE	
3ad2e833faa41df0724ecd65ba02957866ae9754		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3ad2e833faa41df0724ecd65ba02957866ae9754	Lyra Bar Stool	stool	seating_furniture	bar_stool.n.01	dining room	FALSE	
3adf2edbb2979011c5d07b9967898116ff9aeeec		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3adf2edbb2979011c5d07b9967898116ff9aeeec	Smoked Glass Lamp	table_lamp	lighting	table_lamp.n.01		FALSE	
3ae355dbebacf0ccf273b4af46e0e640eeb4a87e		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3ae355dbebacf0ccf273b4af46e0e640eeb4a87e	Kitchen Oven	cabinet	storage_furniture	kitchen_cabinet.n.02	kitchen	FALSE	
3ae595cd7a3ec8a6abbe11b5e09563c03f300efb		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3ae595cd7a3ec8a6abbe11b5e09563c03f300efb	Geode Cluster					FALSE	
3aef5476fb1c9b2f3cae1b2ca8b33c1bae7ec1d2		https://aspis.cmpt.sfu.ca/scene-toolkit-fp/model-viewer?extra&modelId=fpModel.3aef5476fb1c9b2f3cae1b2ca8b33c1bae7ec1d2	Highland Buffet, Walnut			buffet.n.01	living room,dining room	FALSE	
